"Site","Line","TotalLine","WinOrLose","Fun","ScoreOff","FirstDownOff","ThirdDownPctOff","RushAttOff","RushYdsOff","PassAttOff","PassCompOff","PassYdsOff","PassIntOff","FumblesOff","SackNumOff","SackYdsOff","PenYdsOff","TimePossOff","PuntAvgOff","ScoreDef","FirstDownDef","ThirdDownPctDef","RushAttDef","RushYdsDef","PassAttDef","PassCompDef","PassYdsDef","PassIntDef","FumblesDef","SackNumDef","SackYdsDef","PenYdsDef","TimePossDef"
"H",7,46.5,"WIN","BORING",25.9375,19.5625,32.8125,28.5625,137.6875,32.875,19.5625,200,0.5625,0.5,2.4375,13.6875,50.6875,30.814375,45.29375,19.5625,19.5625,33.9375,26.6875,116.5,36.9375,20.5,251.5625,1.25,1,2.875,18.5625,54.8125,28.785625
"V",1.5,42.5,"WIN","BORING",20.875,18,36.4375,22.8125,97.6875,36.3125,22.375,225.125,0.9375,0.5,3.75,24.375,35.6875,28.44125,48.04375,20.875,20.8125,37.875,28.5625,122.625,37.375,22.0625,240.5,1.125,0.5625,2.75,17.9375,51.375,31.15875
"V",-7.5,47.5,"WIN","BORING",26.4375,20.4375,40.0625,29.0625,136.4375,34,20.25,222.5,0.9375,0.75,2.4375,11.875,48.75,28.686875,45.76875,29.0625,22.9375,41.5,26,108.0625,40.625,26,284.625,0.75,0.625,2.6875,17.375,62.4375,30.974375
"V",-1.5,44.5,"LOSE","BORING",26.25,24.0625,38.0625,28.625,120.375,40.9375,24.875,271,0.75,0.5625,2.5625,16.5,38.9375,29.326875,44.89375,20.4375,21.0625,42,28.5,124.6875,37.75,21.625,245,1.125,0.75,3,18.5,55.25,30.31
"V",-3,44.5,"WIN","OKAY",26.9375,23.3125,45.25,24.1875,89.25,41.9375,28.625,320.8125,0.6875,0.4375,2,13.0625,48.75,32.02375,47.0125,21.5625,18.25,36.8125,25.0625,121.4375,32.5,19.5,213.25,0.6875,0.5,2.875,19.0625,44.625,27.585625
"V",-9,48.5,"LOSE","OKAY",19.1875,18.3125,34.0625,23.375,88.8125,33.9375,19.875,220.3125,1.625,0.8125,2.5625,19,49.5625,28.550625,47.3625,24.8125,20.875,40.25,29.1875,114.875,36.4375,22.6875,232.625,0.875,0.5625,1.875,12.125,59.875,31.049375
"H",1.5,42,"LOSE","BORING",17,16.8125,34.4375,29.4375,124.875,29.6875,16.25,178.3125,1.5,0.5625,3.6875,25.9375,53.1875,29.580625,45.4625,26.375,17.9375,35.4375,27.4375,87.5625,34.625,20.625,246,0.5,0.1875,2.625,16.3125,53,30.044375
"V",-9,51,"WIN","BORING",20.125,17.0625,35.9375,28.125,127.6875,31.8125,18.125,201.9375,1.3125,0.5625,2.6875,17.875,60.375,30.178125,47.725,27.125,19.3125,40.5625,27.1875,102.3125,32.8125,22,241.3125,0.5625,0.75,2.375,16.25,47.6875,29.446875
"H",3,55,"LOSE","BORING",24.4375,22,36.9375,29.9375,146.25,33.8125,20.3125,261.375,0.6875,0.5625,2.8125,17.8125,53.625,26.116875,44.01875,26.125,23.6875,43.625,29.3125,116.5,39.4375,24.125,279.9375,1.0625,0.625,2.125,15.5625,54.3125,33.483125
"V",-2,44.5,"LOSE","BORING",22.1875,19.1875,36.5,24.6875,81.125,36.0625,23.125,247.4375,0.8125,0.625,2.9375,20.3125,45.3125,31.04625,41.89375,22.1875,18.5625,37.6875,26.5625,110.6875,35.125,20.6875,221.75,0.6875,0.75,2.375,13.3125,50.75,28.57875
"H",9,51,"LOSE","BORING",24.625,22.375,43.375,29.625,111.75,32.5625,22.5625,261.8125,0.5625,0.5,2,10.9375,52,32.514375,42.81875,21.8125,20.4375,36.875,23.375,106.6875,33.4375,21.9375,253.125,0.75,0.4375,2.6875,19.25,54.9375,27.110625
"H",9,43,"WIN","BORING",27.625,19.6875,42.125,32.625,143.9375,25.6875,16.9375,210.5,0.5625,0.5625,2.6875,17.5625,71.3125,30.470625,41.725,14.4375,18.1875,34.3125,24.9375,102.1875,34.1875,19.9375,182.625,1.5,0.75,2.5625,18.0625,56.375,29.1775
"H",3.5,43,"LOSE","BORING",22.3125,17.875,33.875,25.9375,111.125,32.8125,18.875,205,0.6875,0.5625,2.0625,13.3125,62.4375,28.256875,46.56875,22.3125,21.3125,40.25,27.0625,106.8125,34.0625,23.0625,260.1875,1.125,0.875,3.3125,20.5625,60.75,31.403125
"V",-3.5,43,"WIN","BORING",18.3125,17.375,32.5625,26.9375,106.375,33.4375,18.875,191.5625,1,0.5,2.6875,20.8125,65.75,30.25,43.1625,23.0625,19.75,35.0625,25.75,105.5625,35.4375,22.0625,231.0625,1.375,0.5625,2.1875,16.1875,57,29.400625
"V",4,44,"LOSE","BORING",23.1875,18.3125,41.8125,27.375,107.4375,33,19.875,213.4375,1,0.5625,2.625,15,56.125,28.86625,44.075,26.875,21.5,33.5,28.8125,119.0625,34.875,21.9375,234.9375,0.8125,0.625,2.5625,16.4375,47.125,30.848125
"H",-2.5,52,"WIN","BORING",22.5,21.3125,41.75,29.5,148.4375,35.5,21.25,229.125,1.0625,0.8125,2.625,20.1875,48.25,30.530625,42.79375,29.5,21.5,35.875,26.8125,108.875,33.75,22.5,252.6875,1.0625,0.5,2.5,16.5625,41.625,29.069375
"V",-14.5,46,"WIN","FUN",22.3125,19.9375,40.1875,19.9375,78,40.4375,27.0625,259.6875,0.875,0.6875,2.3125,17.1875,45.625,29.523125,44.7625,26.75,20.8125,45.25,28,128.9375,34.9375,23.0625,264.5625,0.6875,0.75,1.75,13.375,52.3125,30.076875
"H",14.5,46,"LOSE","BORING",24.3125,17.625,35.8125,31.75,133.125,26.6875,15.375,188.8125,0.5625,0.6875,2.25,13.3125,53.9375,30.6,48.94375,17.6875,17.0625,36,25.6875,101.375,34,19.625,198.3125,1.0625,0.75,2.4375,17.9375,55.625,29.03875
"H",3,41,"WIN","FUN",23.25,20.0625,34.3125,26.0625,94.5,34.9375,22.125,238.125,1.375,0.5625,2.625,18.6875,46.75,30.124375,45.94375,20.5,19.3125,35.4375,24,87.3125,38.75,22.6875,232.125,1.25,0.625,2.875,20.1875,60.3125,29.500625
"H",-5.5,46.5,"WIN","OKAY",21.875,20.25,40.0625,19.8125,77.25,41.4375,27.8125,264.0625,1,0.6875,2.3125,17.125,46.6875,29.636875,45.175,27.75,20.5,45.75,28.5,136.4375,32.75,21.5625,248.125,0.625,0.625,1.9375,14.4375,53.875,29.963125
"V",-7,42.5,"WIN","BORING",20,18.8125,36.0625,28.4375,92.9375,37.625,22,222.5625,1.3125,0.375,3.125,21.5,61.75,30.23,44.15625,21.3125,17,32,26.9375,101.4375,33.875,19.25,221.375,0.75,0.5,2.625,16.125,72.5,29.395
"V",-7,46,"WIN","BORING",21.6875,18.625,33.9375,33.875,140.4375,32.4375,18.4375,194,0.9375,0.8125,2.75,15.4375,57.625,28.235,42.7625,22.6875,18.9375,36.4375,29,120.5625,35.75,19.5625,209.6875,1.4375,0.5,3.5625,24.625,59.0625,31.374375
"V",5.5,46.5,"LOSE","BORING",24.3125,20.6875,43.875,30.8125,135.3125,30,18.375,196.9375,0.8125,0.3125,2.6875,21.1875,41.8125,32.2275,46.95625,16.1875,17.4375,35.125,21.875,86.125,35.375,23.5,223.5,1.25,0.625,3.3125,24.5625,47,27.381875
"H",-3,51.5,"WIN","BORING",27.6875,21.5625,40.75,25.9375,115.6875,36.625,23.5,268.875,0.75,0.5625,1.9375,11.1875,43.9375,30.833125,NA,29.3125,21.8125,41.3125,29.3125,155.9375,31.875,19.625,229.5,1.125,0.75,1.8125,12.5625,41.3125,28.81125
"H",7,42.5,"LOSE","OKAY",26.1875,19.75,39.75,29.5,105.6875,36.0625,22.375,250,1,0.625,1.9375,11.4375,60.25,31.156875,45.175,19.0625,18.0625,30.5,26.0625,106.4375,37.3125,21.9375,207.1875,1.125,0.6875,2.8125,18.6875,46.125,28.4525
"V",-9.5,44.5,"WIN","BORING",19.4375,19,34.1875,22.0625,90.125,42,23.625,250.5,1.25,0.6875,3.1875,20.5,60.5625,28.486875,43.53125,25.625,20.5,44,28.8125,109.5,37.3125,22.4375,217.9375,0.75,0.4375,2.5625,11.9375,49.25,31.113125
"H",-7,52.5,"WIN","FUN",27.1875,20.3125,37.0625,21.25,96.75,36.0625,22.8125,237,0.8125,0.4375,2.3125,18.375,54.25,28.711875,46.05625,27.25,24.5,44.5,27.8125,137.0625,38.375,24.6875,277.9375,0.9375,0.75,1.875,14.0625,52.8125,30.923125
"V",10,53.5,"LOSE","OKAY",38.125,27.5,45.6875,29.6875,120.0625,41.6875,28.25,339.125,0.625,1.0625,1.0625,6.9375,60.875,30.110625,NA,24.25,20.625,37.9375,26.75,103.4375,36.9375,21.4375,244.0625,1.0625,0.5,2.6875,18.5625,51.8125,29.50125
"V",2.5,49.5,"WIN","BORING",25.375,22.25,42.75,27.6875,112.5625,40.1875,23.3125,284.6875,1.25,1.125,1.1875,9.375,56.375,31.45875,46.0375,24.25,18.1875,29.375,24.5,97.875,35.625,21,251.5,0.875,0.375,2,15.1875,43.1875,28.14125
"V",3,51.5,"LOSE","FUN",26.125,21.875,39.0625,27.5625,128,35.6875,23.0625,268,0.875,0.625,2.9375,18.5625,51.8125,29.725625,NA,27.3125,21.0625,37.3125,27.8125,131,33.9375,20.8125,247.4375,0.625,0.625,2.75,15.1875,58.8125,29.89125
"V",-6.5,44.5,"WIN","BORING",17.625,19.125,36.5,25.75,111.25,39.6875,23.3125,240,1.375,0.4375,2.8125,24.3125,71.6875,30.978125,47.3,27.5,17.75,36.5,28.1875,118,30.5,17.875,196.6875,0.375,0.25,2,11.75,47.3125,28.646875
"H",11.5,45,"LOSE","OKAY",24.3125,19.6875,37.9375,25.875,109,35.5625,20.9375,225.625,0.625,0.25,2,14.125,36.875,29.365625,45.15625,21.375,19.9375,38.375,28.25,128.875,32.625,19.875,228.3125,1.0625,0.625,2.625,15.625,62.75,30.34875
"V",-11.5,45,"WIN","OKAY",16.0625,17.0625,31.75,24.0625,83.75,36.375,21.5,211.625,1.4375,0.3125,3.375,20.75,48.875,27.58,45.61875,28.5625,21.375,42.5,32.0625,131.6875,32.8125,20.875,237.8125,0.6875,0.625,2,14.1875,47.625,32.02
"V",-14.5,45,"WIN","BORING",25.5625,19.375,32.375,27.0625,125.375,33.3125,19.9375,198.5625,0.5625,0.5625,2.625,14.5625,50.0625,30.145,45.70625,19.75,19.75,34,27.1875,119.3125,37,21.0625,253.6875,1.25,1,2.75,18.6875,53.75,29.455
"H",7,41,"WIN","BORING",19.375,17.25,34.1875,21.375,87.1875,36.8125,22.3125,223.25,1.0625,0.5,4.0625,26.5625,36.4375,28.018125,48.56875,21.4375,20.75,37.5,30,125.6875,36.75,21.75,238,1.125,0.375,2.6875,17.5,47.5,31.581875
"H",-2.5,49.5,"LOSE","BORING",25.875,19.6875,36.9375,27.5,132.75,33.8125,20.0625,217.6875,1.125,0.75,2.625,12.9375,48,27.811875,45.3375,31.3125,23.6875,44.5,27.3125,111,40.9375,26.5625,296.8125,0.75,0.5625,2.5625,16.9375,62.125,31.849375
"H",7,46,"LOSE","BORING",27.375,23.9375,37.9375,29.0625,122.8125,40,24.25,265.5,0.625,0.5625,2.5,16.0625,40.125,29.618125,44.8875,19.875,20.9375,42.5625,28.8125,126.4375,37.1875,21.25,238.0625,1.125,0.8125,3.1875,19.75,57.5,30.04375
"H",10.5,46.5,"LOSE","BORING",25.625,22.5,43.375,23.6875,89.875,41.4375,28.1875,307.875,0.8125,0.4375,2.375,15.6875,48.625,31.993125,46.7,20.6875,17.8125,35.5625,25.5,124,31.1875,18.6875,196.6875,0.75,0.4375,3,20.9375,44.25,27.61625
"H",3.5,44.5,"LOSE","BORING",19.75,18.5,35,23.8125,87.1875,34.8125,20.4375,227.75,1.6875,0.875,2.5,18.1875,48.1875,28.89625,46.96875,24,20.8125,39.375,28.625,110.125,36.8125,22.6875,226.25,1,0.625,2,13.0625,57.875,30.70375
"V",-7,41,"LOSE","BORING",17.4375,17.25,37.5,30.4375,133.5625,30.4375,16.5625,181.9375,1.4375,0.5,3,21.5,52.875,29.7675,45.5375,25.5,18.125,37,26.875,89.3125,35.75,21.0625,248,0.625,0.1875,2.5625,15.125,51.1875,29.8575
"H",-10,53.5,"WIN","BORING",20.5625,17.1875,36.1875,27.8125,128.4375,31.8125,18.125,205.9375,1.3125,0.625,2.6875,17.3125,60.5625,29.94,48.4625,27.6875,19.75,41.5,27.75,104.5625,32.8125,22.0625,243.625,0.5625,0.8125,2.3125,15.875,43.125,29.685
"V",7,52.5,"LOSE","OKAY",26.5625,22.125,38.375,30.8125,158.6875,32.375,19.625,255.5,0.625,0.5625,2.625,16.625,52.6875,26.105,44.05,25.125,23.6875,42.75,28.75,112.3125,40.375,24.5,280.625,1.0625,0.6875,2.375,17.625,53.4375,33.495
"H",9.5,44.5,"LOSE","BORING",23.9375,19.5625,36.875,24.5625,84.625,36.125,23.3125,247.875,0.75,0.625,2.75,18.4375,45,30.734375,41.38125,23.3125,19.1875,38.6875,27.4375,119.25,35,20.5,219.625,0.625,0.75,2.1875,12.5625,52.9375,28.890625
"H",14.5,45,"LOSE","BORING",24.5625,23,45.75,30.0625,115.5625,33,23.0625,265.5625,0.625,0.625,1.8125,9.4375,50.1875,32.780625,42.2375,21.5625,20.1875,37.6875,23,106.0625,34.125,22.25,256.25,0.75,0.4375,2.0625,14.8125,57,26.844375
"V",-3,41,"LOSE","FUN",25.625,17.9375,36.875,32.4375,140.4375,25.75,15,185.3125,0.5,0.625,2.375,13.5625,53.125,30.866875,49.00625,16.5625,17.375,34,24.5,94.1875,35.625,21,209,1.125,0.75,2.4375,18.3125,55.125,28.733125
"H",12.5,41,"LOSE","BORING",25.625,18.9375,37.75,31.4375,139.375,26,16.6875,205.4375,0.5625,0.625,2.875,18.6875,74.875,29.675625,41.54375,14.6875,18.1875,34.625,26.4375,105.75,33.5,19.5625,178.6875,1.6875,0.6875,2.625,17.875,55.625,29.93375
"V",-12.5,41,"WIN","BORING",22,18.1875,34.3125,26.6875,113.625,32.375,19.0625,202,0.625,0.625,2.125,13.9375,63.75,28.881875,46.46875,22.3125,20.75,39.125,27.125,105.5,32.3125,22.1875,245.3125,0.875,0.9375,3.4375,22.0625,62.0625,30.7275
"V",-10.5,46.5,"WIN","BORING",18.3125,16.75,31.4375,27,105.0625,31.6875,18,176.6875,0.75,0.5625,2.8125,22.3125,67.0625,29.574375,44.6625,22.75,19.9375,35.5,26.5,108.0625,35,22.25,228.0625,1.3125,0.625,2.25,16.8125,58.3125,30.025625
"H",6.5,44.5,"LOSE","BORING",24,19.0625,41.5625,28.75,113.875,32.75,20.125,217.375,0.9375,0.5625,2.375,13.625,54.1875,29.4925,44.025,24.4375,20.6875,34.0625,27.9375,115.75,34.5,21.6875,227.625,0.875,0.625,2.625,16.625,47.4375,30.221875
"V",-3.5,44.5,"WIN","BORING",22.25,21.3125,41.375,29.5,146.6875,36.25,21.5625,229.875,1.0625,0.8125,2.5625,19.375,49.5,30.79375,42.8375,29.75,20.875,36.3125,26.875,109.1875,32.4375,21.5625,246,1.0625,0.5,2.3125,15.8125,42.375,28.81625
